id,recipe_id,name,type
2080,699,튀김,method
2081,699,간식,occation
2082,699,락토,kind
2083,700,굽기,method
2084,700,일상,occation
2085,700,락토/오보,kind
2086,701,굽기,method
2087,701,간식,occation
2088,701,락토,kind
2089,702,볶음,method
2090,702,일상,occation
2091,702,페스코,kind
2092,703,굽기,method
2093,703,간식,occation
2094,703,락토,kind
2095,704,끓이기,method
2096,704,술안주,occation
2097,704,페스코,kind
2098,705,굽기,method
2099,705,간식,occation
2100,705,락토,kind
2101,706,굽기,method
2102,706,일상,occation
2103,706,락토,kind
2104,707,굽기,method
2105,707,일상,occation
2106,707,락토,kind
2107,708,삶기,method
2108,708,일상,occation
2109,708,오보,kind
2110,709,끓이기,method
2111,709,간식,occation
2112,709,락토,kind
2113,710,무침,method
2114,710,일상,occation
2115,710,비건,kind
2116,711,기타,method
2117,711,일상,occation
2118,711,비건,kind
2119,712,굽기,method
2120,712,간식,occation
2121,712,락토,kind
2122,713,조림,method
2123,713,손님접대,occation
2124,713,페스코,kind
2125,714,굽기,method
2126,714,간식,occation
2127,714,락토/오보,kind
2128,715,볶음,method
2129,715,일상,occation
2130,715,페스코,kind
2131,716,무침,method
2132,716,일상,occation
2133,716,비건,kind
2134,717,볶음,method
2135,717,일상,occation
2136,717,페스코,kind
2137,718,기타,method
2138,718,일상,occation
2139,718,페스코,kind
2140,719,기타,method
2141,719,초스피드,occation
2142,719,락토,kind
2143,720,무침,method
2144,720,일상,occation
2145,720,비건,kind
2146,721,기타,method
2147,721,일상,occation
2148,721,오보,kind
2149,722,굽기,method
2150,722,간식,occation
2151,722,락토/오보,kind
2152,723,굽기,method
2153,723,일상,occation
2154,723,락토,kind
2155,724,기타,method
2156,724,영양식,occation
2157,724,페스코,kind
2158,725,무침,method
2159,725,초스피드,occation
2160,725,비건,kind
2161,726,굽기,method
2162,726,다이어트,occation
2163,726,락토,kind
2164,727,기타,method
2165,727,간식,occation
2166,727,락토,kind
2167,728,조림,method
2168,728,일상,occation
2169,728,페스코,kind
2170,729,볶음,method
2171,729,일상,occation
2172,729,락토/오보,kind
2173,730,볶음,method
2174,730,일상,occation
2175,730,페스코,kind
2176,731,기타,method
2177,731,기타,occation
2178,731,오보,kind
2179,732,찜,method
2180,732,일상,occation
2181,732,비건,kind
2182,733,찜,method
2183,733,일상,occation
2184,733,오보,kind
2185,734,기타,method
2186,734,일상,occation
2187,734,비건,kind
2188,735,데치기,method
2189,735,일상,occation
2190,735,페스코,kind
2191,736,무침,method
2192,736,일상,occation
2193,736,비건,kind
2194,737,무침,method
2195,737,술안주,occation
2196,737,페스코,kind
2197,738,굽기,method
2198,738,일상,occation
2199,738,페스코,kind
2200,739,끓이기,method
2201,739,일상,occation
2202,739,비건,kind
2203,740,굽기,method
2204,740,간식,occation
2205,740,락토,kind
2206,741,볶음,method
2207,741,일상,occation
2208,741,비건,kind
2209,742,무침,method
2210,742,일상,occation
2211,742,페스코,kind
2212,743,기타,method
2213,743,초스피드,occation
2214,743,페스코,kind
2215,744,기타,method
2216,744,간식,occation
2217,744,락토,kind
2218,745,굽기,method
2219,745,간식,occation
2220,745,락토/오보,kind
2221,746,굽기,method
2222,746,손님접대,occation
2223,746,페스코,kind
2224,747,삶기,method
2225,747,손님접대,occation
2226,747,페스코,kind
2227,748,부침,method
2228,748,일상,occation
2229,748,비건,kind
2230,749,굽기,method
2231,749,간식,occation
2232,749,락토/오보,kind
2233,750,끓이기,method
2234,750,일상,occation
2235,750,페스코,kind
2236,751,끓이기,method
2237,751,일상,occation
2238,751,페스코,kind
2239,752,볶음,method
2240,752,초스피드,occation
2241,752,페스코,kind
2242,753,기타,method
2243,753,술안주,occation
2244,753,페스코,kind
2245,754,굽기,method
2246,754,손님접대,occation
2247,754,락토/오보,kind
2248,755,볶음,method
2249,755,일상,occation
2250,755,비건,kind
2251,756,끓이기,method
2252,756,일상,occation
2253,756,비건,kind
2254,757,무침,method
2255,757,일상,occation
2256,757,페스코,kind
2257,758,끓이기,method
2258,758,영양식,occation
2259,758,페스코,kind
2260,759,기타,method
2261,759,초스피드,occation
2262,759,락토/오보,kind
2263,760,굽기,method
2264,760,간식,occation
2265,760,락토,kind
2266,761,무침,method
2267,761,일상,occation
2268,761,락토,kind
2269,762,끓이기,method
2270,762,일상,occation
2271,762,페스코,kind
2272,763,끓이기,method
2273,763,일상,occation
2274,763,락토,kind
2275,764,조림,method
2276,764,일상,occation
2277,764,페스코,kind
2278,765,무침,method
2279,765,도시락,occation
2280,765,페스코,kind
2281,766,기타,method
2282,766,간식,occation
2283,766,락토,kind
2284,767,끓이기,method
2285,767,일상,occation
2286,767,락토,kind
2287,768,무침,method
2288,768,일상,occation
2289,768,비건,kind
2290,769,끓이기,method
2291,769,해장,occation
2292,769,페스코,kind
2293,770,기타,method
2294,770,일상,occation
2295,770,오보,kind
2296,771,조림,method
2297,771,일상,occation
2298,771,비건,kind
2299,772,볶음,method
2300,772,다이어트,occation
2301,772,오보,kind
2302,773,볶음,method
2303,773,일상,occation
2304,773,페스코,kind
2305,774,부침,method
2306,774,일상,occation
2307,774,페스코,kind
2308,775,기타,method
2309,775,일상,occation
2310,775,페스코,kind
2311,776,부침,method
2312,776,일상,occation
2313,776,비건,kind
2314,777,기타,method
2315,777,일상,occation
2316,777,락토,kind
2317,778,절임,method
2318,778,일상,occation
2319,778,비건,kind
2320,779,볶음,method
2321,779,일상,occation
2322,779,비건,kind
2323,780,무침,method
2324,780,일상,occation
2325,780,비건,kind
2326,781,부침,method
2327,781,일상,occation
2328,781,페스코,kind
2329,782,조림,method
2330,782,술안주,occation
2331,782,페스코,kind
2332,783,절임,method
2333,783,초스피드,occation
2334,783,비건,kind
2335,784,굽기,method
2336,784,일상,occation
2337,784,락토/오보,kind
2338,785,무침,method
2339,785,일상,occation
2340,785,페스코,kind
2341,786,조림,method
2342,786,일상,occation
2343,786,페스코,kind
2344,787,볶음,method
2345,787,일상,occation
2346,787,페스코,kind
2347,788,굽기,method
2348,788,간식,occation
2349,788,락토/오보,kind
2350,789,찜,method
2351,789,다이어트,occation
2352,789,비건,kind
2353,790,끓이기,method
2354,790,일상,occation
2355,790,비건,kind
2356,791,끓이기,method
2357,791,일상,occation
2358,791,페스코,kind
2359,792,끓이기,method
2360,792,초스피드,occation
2361,792,페스코,kind
2362,793,끓이기,method
2363,793,일상,occation
2364,793,페스코,kind
2365,794,무침,method
2366,794,일상,occation
2367,794,오보,kind
2368,795,무침,method
2369,795,일상,occation
2370,795,비건,kind
2371,796,찜,method
2372,796,일상,occation
2373,796,비건,kind
2374,797,튀김,method
2375,797,간식,occation
2376,797,락토,kind
2377,798,조림,method
2378,798,일상,occation
2379,798,페스코,kind
2380,799,부침,method
2381,799,일상,occation
2382,799,비건,kind
2383,800,굽기,method
2384,800,손님접대,occation
2385,800,페스코,kind
2386,801,무침,method
2387,801,일상,occation
2388,801,페스코,kind
2389,802,조림,method
2390,802,일상,occation
2391,802,페스코,kind
2392,803,튀김,method
2393,803,술안주,occation
2394,803,페스코,kind
2395,804,조림,method
2396,804,초스피드,occation
2397,804,페스코,kind
2398,805,볶음,method
2399,805,일상,occation
2400,805,페스코,kind
2401,806,끓이기,method
2402,806,일상,occation
2403,806,비건,kind
2404,807,절임,method
2405,807,일상,occation
2406,807,비건,kind
2407,808,볶음,method
2408,808,일상,occation
2409,808,락토,kind
2410,809,무침,method
2411,809,일상,occation
2412,809,비건,kind
2413,810,굽기,method
2414,810,간식,occation
2415,810,락토,kind
2416,811,조림,method
2417,811,영양식,occation
2418,811,비건,kind
2419,812,끓이기,method
2420,812,다이어트,occation
2421,812,페스코,kind
2422,813,무침,method
2423,813,초스피드,occation
2424,813,비건,kind
2425,814,조림,method
2426,814,일상,occation
2427,814,페스코,kind
2428,815,볶음,method
2429,815,일상,occation
2430,815,페스코,kind
2431,816,무침,method
2432,816,일상,occation
2433,816,비건,kind
2434,817,볶음,method
2435,817,일상,occation
2436,817,페스코,kind
2437,818,튀김,method
2438,818,일상,occation
2439,818,페스코,kind
2440,819,끓이기,method
2441,819,간식,occation
2442,819,페스코,kind
2443,820,굽기,method
2444,820,다이어트,occation
2445,820,페스코,kind
2446,821,볶음,method
2447,821,일상,occation
2448,821,페스코,kind
2449,822,조림,method
2450,822,일상,occation
2451,822,비건,kind
2452,823,볶음,method
2453,823,초스피드,occation
2454,823,페스코,kind
2455,824,볶음,method
2456,824,도시락,occation
2457,824,페스코,kind
2458,825,굽기,method
2459,825,간식,occation
2460,825,락토/오보,kind
2461,826,끓이기,method
2462,826,일상,occation
2463,826,락토,kind
2464,827,굽기,method
2465,827,간식,occation
2466,827,오보,kind
2467,828,무침,method
2468,828,초스피드,occation
2469,828,비건,kind
2470,830,조림,method
2471,830,일상,occation
2472,830,페스코,kind
2473,831,무침,method
2474,831,일상,occation
2475,831,비건,kind
2476,832,볶음,method
2477,832,일상,occation
2478,832,페스코,kind
2479,833,굽기,method
2480,833,일상,occation
2481,833,페스코,kind
2482,834,굽기,method
2483,834,간식,occation
2484,834,락토/오보,kind
2485,835,조림,method
2486,835,일상,occation
2487,835,페스코,kind
2488,836,굽기,method
2489,836,초스피드,occation
2490,836,락토/오보,kind
2491,837,굽기,method
2492,837,간식,occation
2493,837,락토/오보,kind
2494,838,끓이기,method
2495,838,일상,occation
2496,838,페스코,kind
2497,839,굽기,method
2498,839,일상,occation
2499,839,페스코,kind
2500,840,부침,method
2501,840,초스피드,occation
2502,840,락토/오보,kind
2503,841,끓이기,method
2504,841,일상,occation
2505,841,페스코,kind
2506,842,절임,method
2507,842,초스피드,occation
2508,842,비건,kind
2509,843,굽기,method
2510,843,간식,occation
2511,843,락토/오보,kind
2512,844,무침,method
2513,844,일상,occation
2514,844,페스코,kind
2515,845,굽기,method
2516,845,간식,occation
2517,845,락토,kind
2518,846,부침,method
2519,846,일상,occation
2520,846,페스코,kind
2521,847,무침,method
2522,847,일상,occation
2523,847,비건,kind
2524,848,굽기,method
2525,848,일상,occation
2526,848,오보,kind
2527,849,무침,method
2528,849,일상,occation
2529,849,비건,kind
2530,850,무침,method
2531,850,일상,occation
2532,850,페스코,kind
2533,851,볶음,method
2534,851,손님접대,occation
2535,851,페스코,kind
2536,852,볶음,method
2537,852,일상,occation
2538,852,페스코,kind
2539,853,부침,method
2540,853,일상,occation
2541,853,오보,kind
2542,854,볶음,method
2543,854,일상,occation
2544,854,페스코,kind
2545,855,찜,method
2546,855,초스피드,occation
2547,855,락토/오보,kind
2548,856,볶음,method
2549,856,일상,occation
2550,856,비건,kind
2551,857,튀김,method
2552,857,일상,occation
2553,857,비건,kind
2554,858,볶음,method
2555,858,초스피드,occation
2556,858,비건,kind
2557,859,부침,method
2558,859,일상,occation
2559,859,오보,kind
2560,860,굽기,method
2561,860,다이어트,occation
2562,860,비건,kind
2563,861,절임,method
2564,861,일상,occation
2565,861,비건,kind
2566,862,삶기,method
2567,862,일상,occation
2568,862,페스코,kind
2569,863,무침,method
2570,863,초스피드,occation
2571,863,페스코,kind
2572,864,무침,method
2573,864,일상,occation
2574,864,페스코,kind
2575,865,무침,method
2576,865,일상,occation
2577,865,페스코,kind
2578,866,굽기,method
2579,866,일상,occation
2580,866,페스코,kind
2581,867,볶음,method
2582,867,일상,occation
2583,867,페스코,kind
2584,868,무침,method
2585,868,일상,occation
2586,868,비건,kind
2587,869,무침,method
2588,869,일상,occation
2589,869,오보,kind
2590,870,무침,method
2591,870,초스피드,occation
2592,870,페스코,kind
2593,871,굽기,method
2594,871,일상,occation
2595,871,락토,kind
2596,872,절임,method
2597,872,일상,occation
2598,872,비건,kind
2599,873,볶음,method
2600,873,다이어트,occation
2601,873,비건,kind
2602,874,끓이기,method
2603,874,영양식,occation
2604,874,락토,kind
2605,875,굽기,method
2606,875,일상,occation
2607,875,락토,kind
2608,876,볶음,method
2609,876,일상,occation
2610,876,페스코,kind
2611,877,찜,method
2612,877,술안주,occation
2613,877,페스코,kind
2614,878,절임,method
2615,878,일상,occation
2616,878,비건,kind
2617,879,굽기,method
2618,879,일상,occation
2619,879,페스코,kind
2620,880,볶음,method
2621,880,일상,occation
2622,880,페스코,kind
2623,881,굽기,method
2624,881,간식,occation
2625,881,락토/오보,kind
2626,882,볶음,method
2627,882,일상,occation
2628,882,비건,kind
2629,883,조림,method
2630,883,일상,occation
2631,883,비건,kind
2632,884,끓이기,method
2633,884,초스피드,occation
2634,884,락토,kind
2635,885,끓이기,method
2636,885,일상,occation
2637,885,락토/오보,kind
2638,886,볶음,method
2639,886,일상,occation
2640,886,오보,kind
2641,887,볶음,method
2642,887,초스피드,occation
2643,887,페스코,kind
2644,888,절임,method
2645,888,일상,occation
2646,888,비건,kind
2647,889,부침,method
2648,889,일상,occation
2649,889,페스코,kind
2650,890,굽기,method
2651,890,일상,occation
2652,890,오보,kind
2653,891,무침,method
2654,891,일상,occation
2655,891,페스코,kind
2656,892,끓이기,method
2657,892,일상,occation
2658,892,페스코,kind
2659,893,볶음,method
2660,893,일상,occation
2661,893,페스코,kind
2662,894,볶음,method
2663,894,일상,occation
2664,894,페스코,kind
2665,895,볶음,method
2666,895,영양식,occation
2667,895,비건,kind
2668,896,무침,method
2669,896,초스피드,occation
2670,896,오보,kind
2671,897,굽기,method
2672,897,일상,occation
2673,897,락토/오보,kind
2674,898,무침,method
2675,898,일상,occation
2676,898,페스코,kind
2677,899,데치기,method
2678,899,일상,occation
2679,899,비건,kind
2680,900,볶음,method
2681,900,일상,occation
2682,900,페스코,kind
2683,901,굽기,method
2684,901,간식,occation
2685,901,락토/오보,kind
2686,902,볶음,method
2687,902,일상,occation
2688,902,비건,kind
2689,903,볶음,method
2690,903,초스피드,occation
2691,903,페스코,kind
2692,904,튀김,method
2693,904,일상,occation
2694,904,비건,kind
2695,905,볶음,method
2696,905,일상,occation
2697,905,비건,kind
2698,906,굽기,method
2699,906,간식,occation
2700,906,락토,kind
2701,907,볶음,method
2702,907,일상,occation
2703,907,페스코,kind
2704,908,끓이기,method
2705,908,초스피드,occation
2706,908,락토,kind
2707,909,비빔,method
2708,909,야식,occation
2709,909,페스코,kind
2710,910,볶음,method
2711,910,일상,occation
2712,910,페스코,kind
2713,911,볶음,method
2714,911,초스피드,occation
2715,911,락토,kind
2716,912,기타,method
2717,912,도시락,occation
2718,912,페스코,kind
2719,913,굽기,method
2720,913,간식,occation
2721,913,락토/오보,kind
2722,914,끓이기,method
2723,914,간식,occation
2724,914,페스코,kind
2725,915,끓이기,method
2726,915,일상,occation
2727,915,페스코,kind
2728,916,기타,method
2729,916,다이어트,occation
2730,916,페스코,kind
2731,917,부침,method
2732,917,손님접대,occation
2733,917,오보,kind
2734,918,볶음,method
2735,918,일상,occation
2736,918,페스코,kind
2737,919,기타,method
2738,919,일상,occation
2739,919,비건,kind
2740,920,조림,method
2741,920,일상,occation
2742,920,페스코,kind
2743,921,굽기,method
2744,921,간식,occation
2745,921,락토,kind
2746,922,부침,method
2747,922,초스피드,occation
2748,922,페스코,kind
2749,923,끓이기,method
2750,923,일상,occation
2751,923,페스코,kind
2752,924,기타,method
2753,924,초스피드,occation
2754,924,페스코,kind
2755,925,무침,method
2756,925,초스피드,occation
2757,925,비건,kind
2758,926,굽기,method
2759,926,간식,occation
2760,926,락토/오보,kind
2761,927,볶음,method
2762,927,초스피드,occation
2763,927,페스코,kind
2764,928,끓이기,method
2765,928,초스피드,occation
2766,928,페스코,kind
2767,929,볶음,method
2768,929,일상,occation
2769,929,페스코,kind
2770,930,볶음,method
2771,930,일상,occation
2772,930,페스코,kind
2773,931,굽기,method
2774,931,일상,occation
2775,931,비건,kind
2776,932,비빔,method
2777,932,초스피드,occation
2778,932,비건,kind
2779,933,끓이기,method
2780,933,기타,occation
2781,933,비건,kind
2782,934,조림,method
2783,934,일상,occation
2784,934,페스코,kind
2785,935,기타,method
2786,935,일상,occation
2787,935,페스코,kind
2788,936,굽기,method
2789,936,초스피드,occation
2790,936,페스코,kind
2791,937,무침,method
2792,937,일상,occation
2793,937,비건,kind
2794,938,굽기,method
2795,938,간식,occation
2796,938,락토/오보,kind
2797,939,굽기,method
2798,939,간식,occation
2799,939,락토/오보,kind
2800,940,절임,method
2801,940,일상,occation
2802,940,비건,kind
2803,941,무침,method
2804,941,일상,occation
2805,941,비건,kind
2806,942,볶음,method
2807,942,초스피드,occation
2808,942,페스코,kind
2809,943,기타,method
2810,943,일상,occation
2811,943,오보,kind
2812,944,부침,method
2813,944,일상,occation
2814,944,페스코,kind
2815,945,끓이기,method
2816,945,초스피드,occation
2817,945,비건,kind
2818,946,굽기,method
2819,946,초스피드,occation
2820,946,락토/오보,kind
2821,947,조림,method
2822,947,일상,occation
2823,947,페스코,kind
2824,948,기타,method
2825,948,초스피드,occation
2826,948,오보,kind
2827,949,볶음,method
2828,949,간식,occation
2829,949,락토/오보,kind
2830,950,볶음,method
2831,950,일상,occation
2832,950,오보,kind
2833,951,볶음,method
2834,951,일상,occation
2835,951,비건,kind
2836,952,튀김,method
2837,952,일상,occation
2838,952,페스코,kind
2839,953,무침,method
2840,953,일상,occation
2841,953,페스코,kind
2842,954,굽기,method
2843,954,일상,occation
2844,954,페스코,kind
2845,955,부침,method
2846,955,일상,occation
2847,955,페스코,kind
2848,956,굽기,method
2849,956,일상,occation
2850,956,락토/오보,kind
2851,957,기타,method
2852,957,초스피드,occation
2853,957,락토,kind
2854,958,절임,method
2855,958,일상,occation
2856,958,비건,kind
2857,959,무침,method
2858,959,일상,occation
2859,959,비건,kind
2860,960,굽기,method
2861,960,일상,occation
2862,960,비건,kind
2863,961,무침,method
2864,961,일상,occation
2865,961,오보,kind
2866,962,기타,method
2867,962,일상,occation
2868,962,오보,kind
2869,963,기타,method
2870,963,도시락,occation
2871,963,페스코,kind
2872,964,무침,method
2873,964,일상,occation
2874,964,오보,kind
2875,965,무침,method
2876,965,일상,occation
2877,965,페스코,kind
2878,966,조림,method
2879,966,일상,occation
2880,966,비건,kind
2881,967,굽기,method
2882,967,술안주,occation
2883,967,페스코,kind
2884,968,무침,method
2885,968,일상,occation
2886,968,비건,kind
2887,969,볶음,method
2888,969,술안주,occation
2889,969,페스코,kind
2890,970,무침,method
2891,970,일상,occation
2892,970,비건,kind
2893,971,끓이기,method
2894,971,일상,occation
2895,971,락토,kind
2896,972,기타,method
2897,972,일상,occation
2898,972,오보,kind
2899,973,기타,method
2900,973,일상,occation
2901,973,페스코,kind
2902,974,끓이기,method
2903,974,일상,occation
2904,974,페스코,kind
2905,975,기타,method
2906,975,일상,occation
2907,975,비건,kind
2908,976,기타,method
2909,976,일상,occation
2910,976,락토/오보,kind
2911,977,굽기,method
2912,977,초스피드,occation
2913,977,락토/오보,kind
2914,978,기타,method
2915,978,일상,occation
2916,978,락토,kind
2917,979,조림,method
2918,979,일상,occation
2919,979,비건,kind
2920,980,끓이기,method
2921,980,일상,occation
2922,980,페스코,kind
2923,981,굽기,method
2924,981,도시락,occation
2925,981,락토/오보,kind
2926,982,부침,method
2927,982,술안주,occation
2928,982,페스코,kind
2929,983,끓이기,method
2930,983,일상,occation
2931,983,비건,kind
2932,984,끓이기,method
2933,984,일상,occation
2934,984,비건,kind
2935,985,무침,method
2936,985,일상,occation
2937,985,페스코,kind
2938,986,비빔,method
2939,986,간식,occation
2940,986,비건,kind
2941,987,기타,method
2942,987,일상,occation
2943,987,비건,kind
2944,988,조림,method
2945,988,일상,occation
2946,988,페스코,kind
2947,989,끓이기,method
2948,989,일상,occation
2949,989,페스코,kind
2950,990,조림,method
2951,990,일상,occation
2952,990,페스코,kind
2953,991,끓이기,method
2954,991,일상,occation
2955,991,페스코,kind
2956,992,비빔,method
2957,992,일상,occation
2958,992,비건,kind
2959,993,볶음,method
2960,993,일상,occation
2961,993,페스코,kind
2962,994,무침,method
2963,994,일상,occation
2964,994,페스코,kind
2965,995,무침,method
2966,995,일상,occation
2967,995,페스코,kind
2968,996,기타,method
2969,996,일상,occation
2970,996,비건,kind
2971,997,기타,method
2972,997,영양식,occation
2973,997,오보,kind
2974,998,굽기,method
2975,998,일상,occation
2976,998,오보,kind
2977,999,끓이기,method
2978,999,일상,occation
2979,999,락토,kind
2980,1000,무침,method
2981,1000,일상,occation
2982,1000,페스코,kind
2983,1001,절임,method
2984,1001,일상,occation
2985,1001,비건,kind
2986,1002,무침,method
2987,1002,일상,occation
2988,1002,비건,kind
2989,1003,무침,method
2990,1003,일상,occation
2991,1003,페스코,kind
2992,1004,볶음,method
2993,1004,초스피드,occation
2994,1004,페스코,kind
2995,1005,무침,method
2996,1005,다이어트,occation
2997,1005,비건,kind
2998,1006,굽기,method
2999,1006,간식,occation
3000,1006,락토/오보,kind
3001,1007,볶음,method
3002,1007,야식,occation
3003,1007,페스코,kind
3004,1008,절임,method
3005,1008,일상,occation
3006,1008,페스코,kind
3007,1009,튀김,method
3008,1009,간식,occation
3009,1009,비건,kind
3010,1010,찜,method
3011,1010,술안주,occation
3012,1010,페스코,kind
3013,1011,굽기,method
3014,1011,간식,occation
3015,1011,락토,kind
3016,1012,볶음,method
3017,1012,일상,occation
3018,1012,페스코,kind
3019,1013,무침,method
3020,1013,일상,occation
3021,1013,페스코,kind
3022,1014,조림,method
3023,1014,일상,occation
3024,1014,비건,kind
3025,1015,찜,method
3026,1015,초스피드,occation
3027,1015,비건,kind
3028,1016,끓이기,method
3029,1016,술안주,occation
3030,1016,페스코,kind
3031,1017,튀김,method
3032,1017,일상,occation
3033,1017,비건,kind
3034,1018,볶음,method
3035,1018,술안주,occation
3036,1018,페스코,kind
3037,1019,무침,method
3038,1019,일상,occation
3039,1019,비건,kind
3040,1020,볶음,method
3041,1020,초스피드,occation
3042,1020,페스코,kind
3043,1021,삶기,method
3044,1021,일상,occation
3045,1021,락토,kind
3046,1022,비빔,method
3047,1022,일상,occation
3048,1022,비건,kind
3049,1023,볶음,method
3050,1023,일상,occation
3051,1023,페스코,kind
3052,1024,끓이기,method
3053,1024,일상,occation
3054,1024,페스코,kind
3055,1025,끓이기,method
3056,1025,일상,occation
3057,1025,페스코,kind
3058,1026,절임,method
3059,1026,일상,occation
3060,1026,비건,kind
3061,1027,끓이기,method
3062,1027,일상,occation
3063,1027,페스코,kind
3064,1028,무침,method
3065,1028,초스피드,occation
3066,1028,오보,kind
3067,1029,조림,method
3068,1029,일상,occation
3069,1029,페스코,kind
3070,1030,굽기,method
3071,1030,,occation
3072,1030,락토/오보,kind
3073,1031,굽기,method
3074,1031,간식,occation
3075,1031,락토/오보,kind
3076,1032,비빔,method
3077,1032,일상,occation
3078,1032,페스코,kind
3079,1033,굽기,method
3080,1033,초스피드,occation
3081,1033,락토,kind
3082,1034,조림,method
3083,1034,일상,occation
3084,1034,페스코,kind
3085,1035,볶음,method
3086,1035,일상,occation
3087,1035,페스코,kind
3088,1036,끓이기,method
3089,1036,일상,occation
3090,1036,락토,kind
3091,1037,끓이기,method
3092,1037,일상,occation
3093,1037,페스코,kind
3094,1038,굽기,method
3095,1038,일상,occation
3096,1038,락토,kind
3097,1039,굽기,method
3098,1039,손님접대,occation
3099,1039,페스코,kind
3100,1040,찜,method
3101,1040,일상,occation
3102,1040,페스코,kind
3103,1041,찜,method
3104,1041,술안주,occation
3105,1041,페스코,kind
3106,1042,끓이기,method
3107,1042,일상,occation
3108,1042,페스코,kind
3109,1043,굽기,method
3110,1043,일상,occation
3111,1043,페스코,kind
3112,1044,무침,method
3113,1044,일상,occation
3114,1044,페스코,kind
3115,1045,볶음,method
3116,1045,일상,occation
3117,1045,비건,kind
3118,1046,볶음,method
3119,1046,영양식,occation
3120,1046,페스코,kind
3121,1047,무침,method
3122,1047,일상,occation
3123,1047,페스코,kind
3124,1048,끓이기,method
3125,1048,해장,occation
3126,1048,페스코,kind
3127,1049,굽기,method
3128,1049,초스피드,occation
3129,1049,락토,kind
3130,1050,끓이기,method
3131,1050,일상,occation
3132,1050,비건,kind
3133,1051,무침,method
3134,1051,일상,occation
3135,1051,페스코,kind
3136,1052,기타,method
3137,1052,손님접대,occation
3138,1052,오보,kind
3139,1053,볶음,method
3140,1053,일상,occation
3141,1053,페스코,kind
3142,1054,굽기,method
3143,1054,일상,occation
3144,1054,페스코,kind
3145,1055,무침,method
3146,1055,일상,occation
3147,1055,페스코,kind
3148,1056,무침,method
3149,1056,일상,occation
3150,1056,페스코,kind
3151,1057,무침,method
3152,1057,일상,occation
3153,1057,페스코,kind
3154,1058,굽기,method
3155,1058,,occation
3156,1058,락토/오보,kind
3157,1059,굽기,method
3158,1059,간식,occation
3159,1059,락토/오보,kind
3160,1060,끓이기,method
3161,1060,일상,occation
3162,1060,페스코,kind
3163,1061,무침,method
3164,1061,일상,occation
3165,1061,비건,kind
3166,1062,기타,method
3167,1062,간식,occation
3168,1062,락토,kind
3169,1063,조림,method
3170,1063,일상,occation
3171,1063,페스코,kind
3172,1064,끓이기,method
3173,1064,일상,occation
3174,1064,페스코,kind
3175,1065,기타,method
3176,1065,초스피드,occation
3177,1065,오보,kind
3178,1066,끓이기,method
3179,1066,일상,occation
3180,1066,페스코,kind
3181,1067,튀김,method
3182,1067,일상,occation
3183,1067,비건,kind
3184,1068,기타,method
3185,1068,일상,occation
3186,1068,비건,kind
3187,1069,기타,method
3188,1069,간식,occation
3189,1069,비건,kind
3190,1070,튀김,method
3191,1070,영양식,occation
3192,1070,비건,kind
3193,1071,끓이기,method
3194,1071,일상,occation
3195,1071,페스코,kind
3196,1072,굽기,method
3197,1072,간식,occation
3198,1072,락토/오보,kind
3199,1073,튀김,method
3200,1073,일상,occation
3201,1073,비건,kind
3202,1074,볶음,method
3203,1074,일상,occation
3204,1074,페스코,kind
3205,1075,끓이기,method
3206,1075,일상,occation
3207,1075,페스코,kind
3208,1076,기타,method
3209,1076,기타,occation
3210,1076,비건,kind
3211,1077,부침,method
3212,1077,일상,occation
3213,1077,락토/오보,kind
3214,1078,굽기,method
3215,1078,초스피드,occation
3216,1078,락토,kind
3217,1079,비빔,method
3218,1079,일상,occation
3219,1079,페스코,kind
3220,1080,데치기,method
3221,1080,일상,occation
3222,1080,비건,kind
3223,1081,볶음,method
3224,1081,간식,occation
3225,1081,페스코,kind
3226,1082,볶음,method
3227,1082,일상,occation
3228,1082,페스코,kind
3229,1083,무침,method
3230,1083,일상,occation
3231,1083,비건,kind
3232,1084,기타,method
3233,1084,도시락,occation
3234,1084,페스코,kind
3235,1085,찜,method
3236,1085,일상,occation
3237,1085,비건,kind
3238,1086,무침,method
3239,1086,일상,occation
3240,1086,비건,kind
3241,1087,기타,method
3242,1087,일상,occation
3243,1087,페스코,kind
3244,1088,기타,method
3245,1088,간식,occation
3246,1088,락토,kind
3247,1089,조림,method
3248,1089,일상,occation
3249,1089,비건,kind
3250,1090,데치기,method
3251,1090,손님접대,occation
3252,1090,페스코,kind
3253,1091,무침,method
3254,1091,일상,occation
3255,1091,비건,kind
3256,1092,기타,method
3257,1092,일상,occation
3258,1092,락토,kind
3259,1093,굽기,method
3260,1093,간식,occation
3261,1093,락토/오보,kind
3262,1094,굽기,method
3263,1094,간식,occation
3264,1094,락토/오보,kind
3265,1096,기타,method
3266,1096,초스피드,occation
3267,1096,페스코,kind
3268,1097,볶음,method
3269,1097,손님접대,occation
3270,1097,비건,kind
3271,1098,조림,method
3272,1098,일상,occation
3273,1098,페스코,kind
3274,1099,끓이기,method
3275,1099,손님접대,occation
3276,1099,락토,kind
3277,1100,부침,method
3278,1100,손님접대,occation
3279,1100,비건,kind
3280,1101,끓이기,method
3281,1101,일상,occation
3282,1101,페스코,kind
3283,1102,볶음,method
3284,1102,일상,occation
3285,1102,비건,kind
3286,1103,기타,method
3287,1103,영양식,occation
3288,1103,페스코,kind
3289,1104,끓이기,method
3290,1104,일상,occation
3291,1104,페스코,kind
